SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,SchoolCode,SchoolName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,Subject,Category,Group,PercentBottom30,NumberBottom30,PercentMiddle40,NumberMiddle40,PercentTop30,NumberTop30,NumberOfStudents
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","28.10","< 10","40.60","13","31.30","10","32"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Asian","8.70","< 10","43.50","10","47.80","11","23"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Male","36.10","13","38.90","14","25.00","< 10","36"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Female","24.40","10","41.50","17","34.10","14","41"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","29.90","23","40.30","31","29.90","23","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","33.30","< 10","55.60","15","11.10","< 10","27"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","28.00","14","32.00","16","40.00","20","50"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","29.90","23","40.30","31","29.90","23","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","72.70","16","18.20","< 10","9.10","< 10","22"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Grade","04","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Migrant","30.20","64","39.60","84","30.20","64","212"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not English Learners","32.60","44","38.50","52","28.90","39","135"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","English Learners","26.00","20","41.60","32","32.50","25","77"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Homeless","29.90","63","39.80","84","30.30","64","211"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Homeless","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Female","29.50","33","42.00","47","28.60","32","112"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","31.00","31","37.00","37","32.00","32","100"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","< 5","< 10","42.00","34","53.10","43","81"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","38.60","34","42.00","37","19.30","17","88"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","64.30","< 10","28.60","< 10","7.10","< 10","14"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","72.70","16","22.70","< 10","< 5","< 10","22"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","14.50","19","45.80","60","39.70","52","131"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","55.60","45","29.60","24","14.80","12","81"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","26.30","21","37.50","30","36.30","29","80"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","26.80","19","38.00","27","35.20","25","71"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","80.00","< 10","20.00","< 10","< 5","< 10","10"
"18 - 19 School Year","63","Oakland Schools","63150","Troy School District","02618","Morse Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","22.40","15","43.30","29","34.30","23","67"
